																															Class	Sample 1	Sample 1	Sample 1	Sample 2	Sample 2	Sample 2	Sample 3	Sample 3	Sample 3	Sample 4	Sample 4	Sample 4	Sample 5	Sample 5	Sample 5	Blank	Blank	Heavy pool	Heavy pool	Heavy pool	Blank	Blank	Light pool	Light pool	Light pool	Mixed pool	Mixed pool	Mixed pool	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	2.235	251.01331	Unknown		ion correlated with 1; ion correlated with 23; ion correlated with 22	0.357	False	null	null	null	null	null	null	999	False	False	False		False	False	4	0	null	null	null	null	null	205.06	0050P-P01	251.0125:10095513 252.01585:0 253.01921:31982680		2339313	3043876	2582120	10095513	9826971	9783689	15864860	15687035	15147151	20139620	20192326	21871872	23651024	29194166	26497412	2896	0	0	0	0	7340	11451	27211308	30024364	30585760	15464780	14878163	15352323	2655102.83333333	9902057.66666667	15566348.6666667	20734606	26447534	5421.8125	0	29273810.6666667	15231755.3333333	357906.587971318	168929.148986589	373765.227730367	985253.747354457	2771907.58669982	5026.6901029032	0	1808101.02171016	311339.521834818
27	2.234	252.01836	Unknown		ion correlated with 50; ion correlated with 26; ion correlated with 3233	0.107	False	null	null	null	null	null	null	999	False	False	False		False	False	4	1	null	null	null	null	null	145.5	1000P-P03	252.01923:2167279 253.02258:3264000 254.02594:0		0	0	0	542570	451176	459795	1779128	1075772	1975142	2742604	2198914	1877583	2866622	2638720	2167279	1636	0	0	0	0	3598	831	2583136	3428734	3294806	1749794	1850407	1702981	0	484513.5	1610014	2273033.41666667	2557540.25	1516.296875	0	3102225.5	1767727.16666667	0	50462.3453385046	472934.095465412	437247.941416419	356668.786785881	1540.34242960964	0	454504.758579874	75331.1476923446
80	2.211	254.02298	Unknown			0.071	False	null	null	null	null	null	null	999	False	False	False		False	False	4	3	null	null	null	null	null	137.91	0050P-P03	254.02475:1812280 255.0281:0 256.03146:0		3056433	3114914	2703186	2219168	1817584	1812280	230032	680433	480839	43561	506798	232225	0	0	0	154	0	1987403	3575145	2619012	1798	1983	0	0	0	368523	752372	511109	2958177.66666667	1949677.08333333	463768.083333333	260861.458333333	0	983.859375	2727186.58333333	0	544001.229166667	222756.287293049	233400.833321982	225684.892984686	232942.71691409	0	1051.63449960917	799379.701707257	0	194026.713222673
5	6.294	251.06088	Unknown	[M+2H]2+	ion correlated with 3884; ion correlated with 3010; adduct linked to 4031_[M+H]+	0.679	False	null	null	null	null	null	null	999	False	False	False		False	False	5	0	null	null	null	null	null	28.6	Light_Pool-P02	251.06189:5855724 252.06524:804927 253.0686:62344		588009	522328	513106	2109125	2083128	1973540	3125548	3127314	2963604	3994851	4030192	4041730	5265920	5785304	5504368	0	0	0	0	0	1659567	1676529	6124164	5855724	6149210	2992394	3017044	2821532	541147.5625	2055264.41666667	3072155.41666667	4022257.5	5518530.66666667	834024.03125	0	6043033	2943656.33333333	40843.8980303362	71958.9505570421	94011.9947600881	24425.9570526418	259980.982030577	963072.894418836	0	162696.573094672	106478.897675001
25	6.295	251.56258	Unknown	[M+2H]2+	ion correlated with 1664; ion correlated with 1158; ion correlated with 4789	0.286	False	null	null	null	null	null	null	999	False	False	False		False	False	5	1	null	null	null	null	null	52.42	Light_Pool-P02	251.56268:1618042 252.56603:78300 253.56939:0		177922	173022	140984	599636	538935	574849	844993	904095	838814	1170660	1210062	1099702	1488319	1582343	1530151	0	0	0	0	3031	475444	508544	1597176	1618042	1700376	838319	829152	802868	163975.541666667	571139.958333333	862634.166666667	1160141.25	1533604.5	245996.890625	1010.25	1638531.16666667	823446.708333333	20061.8539771703	30520.1274645836	36038.6522254629	55926.8233537137	47107.1501864367	284373.976449423	1749.80432834646	54565.3574196425	18401.3693555005
53	6.293	253.06808	Unknown		ion correlated with 3058; ion correlated with 1206	0.607	False	null	null	null	null	null	null	999	False	False	False		False	False	5	4	null	null	null	null	null	18.64	0010P-P01	253.06779:4528622 254.07114:1004065 255.0745:106257		4528622	4541558	4494595	3428238	3337910	3530254	2652720	2453765	2551374	1600821	1686406	1648669	474681	447911	458857	904396	910284	5049362	4902684	4981372	21268	21444	55400	28813	30783	2303367	2473648	2440931	4521591.5	3432134.25	2552619.58333333	1645298.625	460483.020833333	464347.96875	4977806	38331.9375	2405982.16666667	24257.7832715605	96231.3005215169	99483.3507767548	42891.6728382022	13458.5931007406	511528.645545329	73403.7250025501	14813.8199516058	90360.2260608661
77	6.283	253.56941	Unknown		ion correlated with 3074; ion correlated with 2826; ion correlated with 4130; ion correlated with 3461	0.107	False	null	null	null	null	null	null	999	False	False	False		False	False	5	5	null	null	null	null	null	72.57	0010P-P02	253.5703:1138240 254.57365:132573 255.57701:0		1021208	1138240	996875	791498	843442	784692	605778	497872	499738	289100	388506	396272	74949	109174	73854	206549	207760	1206315	1204552	1139472	0	0	0	0	0	603193	565182	631285	1052107.95833333	806543.979166667	534462.791666667	357959.083333333	85992.4583333333	103577.25	1183446.375	0	599886.9375	75578.7164278424	32134.9233723349	61768.2675829947	59760.2851713336	20082.8336491693	119601.728995829	38092.7989112198	0	33175.4370254278
6	6.025	251.06093	Unknown		ion correlated with 2586; ion correlated with 2724	0.107	False	null	null	null	null	null	null	999	False	False	False		False	False	6	0	null	null	null	null	null	8.33	1000P-P01	251.06152:1755444 252.06487:1525600 253.06823:0		150348	193332	183500	538869	690899	562303	887705	968492	925229	1262068	1283860	1155735	1755444	1797784	1667588	0	0	0	0	0	105865	112849	1906554	1802500	1765141	1044308	960043	1066249	175726.645833333	597356.958333333	927142.270833333	1233887.625	1740272.25	54678.65625	0	1824731.95833333	1023533.16666667	22521.2003055882	81852.6241237189	40427.5789426161	68553.6793030423	66410.455940217	63201.8240012473	0	73281.1820226053	56068.173870714
29	6.016	252.06419	Unknown			0.214	False	null	null	null	null	null	null	999	False	False	False		False	False	6	1	null	null	null	null	null	28.02	0010P-P01	252.06424:1805636 253.06759:352509 254.07095:1069958		1805636	2001152	1739687	1238892	1383922	1150185	638571	744474	731851	518117	382986	542576	677105	816115	665346	145358	122547	1837048	1916068	1919594	143678	178666	668691	399692	452509	813808	843591	799273	1848825	1257666.125	704965.354166667	481226.125	719522.104166667	147562.375	1890903.08333333	506963.979166667	818890.520833333	135977.559635485	117994.117344693	57844.7043966488	85953.179724419	83858.594463722	23189.0203776036	46673.6073214385	142528.021653533	22592.2277915068
8	4.447	251.08521	Unknown			0.036	False	null	null	null	null	null	null	999	False	False	False		False	False	8	0	null	null	null	null	null	8.66	1000P-P01	251.08521:1826002 252.08856:0 253.09192:0		399060	336019	362076	330030	513883	258378	347313	430201	388087	1173425	702469	623613	1826002	2007968	877532	9696	510	0	0	0	266	249	760484	1019362	857829	972705	831351	1053886	365718.375	367430.083333333	388533.770833333	833168.854166667	1570500.66666667	2680.375	0	879225.083333333	952647.083333333	31678.0486143895	131794.377794441	41445.8075661918	297296.326787443	606986.300203222	4678.76782434934	0	130758.173698511	112615.253225764
60	4.437	253.09154	Unknown			0.036	False	null	null	null	null	null	null	999	False	False	False		False	False	8	2	null	null	null	null	null	7.76	0010P-P02	253.09154:1508360 254.09489:0 255.09825:0		952551	1508360	1453719	472810	1296356	769166	548937	801694	691187	510978	489500	271580	589220	195462	300020	0	1510	1024543	1148452	1107619	198	334	501984	315668	336650	402400	297804	398219	1304876.64583333	846110.666666667	680606.270833333	424019.583333333	361567.75	510.5625	1093538	384767.583333333	366140.833333333	306343.723528003	417129.982779973	126710.178779702	132452.628252126	203966.692644136	680.565217760208	63143.0536327037	102053.530629865	59218.1233567548
9	8.259	251.08525	Unknown			0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	9	0	null	null	null	null	null	14.77	0050P-P02	251.0853:2069862 252.08865:378389 253.09201:4286676		940843	783552	866561	1944287	2069862	1851375	2752002	2799511	2867999	3589115	3608407	3612070	4522328	4901290	4599124	11570	9296	0	0	0	7826	6854	4563002	4759550	5640344	2753649	2905322	2900990	863651.979166667	1955174.5	2806504.25	3603197.25	4674247.33333333	8886.421875	0	4987632.16666667	2853320.58333333	78685.9080190758	109649.988308467	58313.8280256064	12332.362869195	200339.400145312	2051.25469820646	0	573744.091881636	86345.2980227982
59	8.258	253.09148	Unknown		ion correlated with 2972	0.464	False	null	null	null	null	null	null	999	False	False	False		False	False	9	2	null	null	null	null	null	15.2	0010P-P01	253.09154:4598765 254.09489:456164 255.09825:0		4598765	4769076	5292608	3995353	3739273	3998356	3038982	3256195	3356860	2388199	2104535	1913834	1001911	931897	898861	984	0	4486196	4609810	5013397	0	0	753771	625878	335307	2464516	2661492	2726772	4886816.16666667	3910993.75	3217345.66666667	2135522.75	944222.9375	245.9375	4703134	571652.0625	2617593.08333333	361596.011596621	148722.32560148	162460.867842523	238695.89526058	52619.5018590125	491.875	275712.625981746	214437.075496984	136527.976639939
10	6.894	251.0853	Unknown	[M+H]+	ion correlated with 2264; ion correlated with 908	0.607	False	null	null	null	null	null	null	999	False	False	False		False	False	10	0	null	null	null	null	null	28.74	Light_Pool-P02	251.0853:9310942 252.08865:911708 253.09201:630608		1242185	1237398	1202002	3196718	3322186	3218140	4545378	4991851	4698300	6237510	6128468	6049736	8345562	8580737	8716701	5264	2664	0	0	0	1365	3819	8407726	9310942	9291780	5175400	4790281	4831666	1227195.08333333	3245681.33333333	4745176.16666667	6138571.66666667	8547666.83333333	3277.875	0	9003482.66666667	4932449.16666667	21948.7591111852	67115.3424599833	226897.777293175	94293.8589150075	187766.273563927	1660.46023364006	0	516029.359600143	211417.105108795
58	6.892	253.09145	Unknown		ion correlated with 4815; ion correlated with 3088; ion correlated with 952; similar chromatogram in higher mz_2037	0.607	False	null	null	null	null	null	null	999	False	False	False		False	False	10	2	null	null	null	null	null	30.54	0010P-P01	253.09154:8732188 254.09489:672229 255.09825:302234		8732188	9545488	9349063	7119640	7168402	7334422	5184116	5807174	5342476	3924416	3659225	3670230	1356419	1466766	1415140	0	0	9197800	9073639	9270970	0	0	912022	654965	422769	5074902	5187600	5247372	9208913	7207488	5444588.5	3751290.08333333	1412775	0	9180803	663252.104166667	5169958.16666667	424376.88364825	112599.457410993	323836.84918335	150031.932606098	55211.5610562283	0	99757.4779001554	244731.841683325	87578.216784103
11	1.435	251.0853	Unknown		ion correlated with 2921; ion correlated with 3753	0.143	False	null	null	null	null	null	null	999	False	False	False		False	False	11	0	null	null	null	null	null	10.66	0150P-P01	251.08517:2260204 252.08852:271051 253.09188:2477172		572434	490498	403769	1103894	1109110	1208970	1511397	1729932	1702057	2260204	2316712	2232234	2995136	2889486	3069972	0	225	0	0	0	1021	1380	2863744	2959128	2971837	1898832	1821372	1620509	488900.333333333	1140657.83333333	1647795.375	2269716.58333333	2984864.75	656.46875	0	2931569.91666667	1780238	84343.5406642996	59217.3292976459	118943.665281024	43034.6646120408	90679.9608475461	651.614392417978	0	59081.4462174534	143648.800081788
61	1.43	253.09163	Unknown		ion correlated with 2931; ion correlated with 2957; ion correlated with 3762	0.179	False	null	null	null	null	null	null	999	False	False	False		False	False	11	2	null	null	null	null	null	12.01	0010P-P01	253.0916:2983556 254.09495:269777 255.09831:353981		2983556	3267818	3107515	2470428	2464588	2651479	1971302	2147083	2037846	1489729	1372397	1363849	653539	566917	596331	1811	2038	3170892	3078636	3224869	6491	0	435115	283880	222595	1385694	1548325	1691759	3119629.33333333	2528831.58333333	2052077.04166667	1408658.25	605595.395833333	2585.125	3158132.5	313863.229166667	1541926.08333333	142517.570759787	106255.897819349	88750.4228168039	70339.3063918567	44047.9152330312	2759.02673434553	73946.5323341805	109386.575498256	153132.928905807
12	0.964	251.08533	Unknown	[M+H]+	ion correlated with 114; ion correlated with 2529; ion correlated with 3297	0.571	False	null	null	null	null	null	null	999	False	False	False		False	False	12	0	null	null	null	null	null	15.77	Light_Pool-P02	251.08533:4550998 252.08868:169611 253.09204:4062234		628219	656934	521902	1595060	1624826	1619667	2265562	2416899	2352938	3336840	3156948	3020543	4101648	4290946	4288071	0	0	17808	16118	27203	0	0	4259292	4550998	4505634	2443100	2504965	2337840	602351.354166667	1613184.41666667	2345132.75	3171443.58333333	4226888.25	0	20376.4166666667	4438641.5	2428635	71135.4177723709	15906.2614171537	75970.1535847302	158645.797598836	108470.543870502	0	5972.05942458992	156968.288698705	84495.9522418086
67	0.971	253.09184	Unknown		ion correlated with 120; ion correlated with 3318; ion correlated with 367; similar chromatogram in higher mz_2129	0.107	False	null	null	null	null	null	null	999	False	False	False		False	False	12	2	null	null	null	null	null	21.45	Heavy_Pool-P01	253.09196:3694712 254.09531:114457 255.09867:1620809		3613198	3711101	3877462	2990662	3098732	2970925	2344994	2327232	2292566	1677188	1690037	1525189	696046	566986	555457	0	0	3694712	3912310	3925958	53370	97116	404963	126853	77625	2018126	2080041	2002317	3733920.5	3020106.33333333	2321597.5	1630804.83333333	606163.229166667	37621.34375	3844326.66666667	203147.229166667	2033495	133601.446636068	68803.2617006333	26664.700679222	91691.1445816482	78054.2192739768	46969.1842664971	129750.10808674	176502.684859452	41077.9519716782
13	3.136	251.08534	Unknown	[M+H]+		0.571	False	null	null	null	null	null	null	999	False	False	False		False	False	13	0	null	null	null	null	null	18.99	Light_Pool-P02	251.08539:7860436 252.08874:1144634 253.0921:712449		988943	936264	853772	2822803	2730425	2789953	4037190	4196472	4179278	5458796	5546741	5354321	7081262	7416893	7443890	1180	1241	2101	1247	3000	108159	91524	7709026	7860436	8229878	4388618	4179183	4269240	926326.166666667	2781060.41666667	4137646.66666667	5453285.83333333	7314015	50526.125	2115.91666666667	7933113.66666667	4279013.5	68131.3129104933	46826.5834231298	87421.7639797627	96328.2482975961	202021.032185389	57348.0261751658	876.342054128029	267923.933048325	105059.045842088
62	3.13	253.09174	Unknown			0.571	False	null	null	null	null	null	null	999	False	False	False		False	False	13	2	null	null	null	null	null	22.14	0010P-P01	253.09158:8464266 254.09493:884056 255.09829:342153		8464266	8617885	8550856	6552468	6411268	6214294	4768428	4882646	4947682	3471718	3434208	3174980	1146138	1174458	1104879	451650	482539	8339056	8871097	9465531	1335	292	406581	337839	240553	4580944	4571730	4793820	8544335.66666667	6392676.66666667	4866252	3360301.58333333	1141825.25	233954.203125	8891894.66666667	328324.416666667	4648831.33333333	77016.7861594687	169852.113064817	90744.8547590992	161585.539134914	34989.4382206974	269503.218057121	563525.410793811	83422.0682866822	125648.375049514
14	7.331	251.08534	Unknown			0.036	False	null	null	null	null	null	null	999	False	False	False		False	False	14	0	null	null	null	null	null	10.55	Light_Pool-P03	251.08534:2159408 252.08869:0 253.09205:0		425003	0	533298	475186	608531	455296	351428	868717	1025802	931562	824563	302206	1148305	1445460	1548752	4762	6325	0	0	0	4672	2298	632830	1486058	2159408	588681	824093	1034956	319433.604166667	513004.416666667	748648.979166667	686110.166666667	1380839.08333333	4514.1875	0	1426098.5	815909.854166667	281887.055763088	83324.2205533164	352856.340499729	336747.948456506	207897.502001036	1661.3305081445	0	765052.847063399	223249.968116549
65	7.363	253.0918	Unknown			0.107	False	null	null	null	null	null	null	999	False	False	False		False	False	14	2	null	null	null	null	null	9.64	0150P-P02	253.0914:1332845 254.09475:0 255.09811:0		800719	2214353	832886	1205297	1547602	1288113	584473	1143804	1159396	846342	1332845	395268	544376	353528	327526	3333	0	1545775	2102851	1279534	0	0	694353	273154	0	775489	456104	384141	1282652.70833333	1347004.125	962557.75	858151.791666667	408477.166666667	833.3125	1642720.04166667	322502.458333333	538578.166666667	807036.619670484	178589.937822087	327523.575521218	468899.797482967	118408.182155345	1666.625	420132.509040383	349797.23426348	208302.240487881
15	2.229	251.08542	Unknown	[M+2H]+	adduct linked to 1_[M+H]+	0.821	False	null	null	null	null	null	null	999	False	False	False		False	False	15	0	null	null	null	null	null	18852.41	Light_Pool-P02	251.0854:6355250688 252.08875:928229056 253.09211:389739200		561137408	556464960	575740480	2225209856	2219656704	2203626496	3309480192	3395216384	3250093568	4384412672	4429004800	4389144064	5729955840	5983757312	5801908736	2546	3225	0	0	0	13903078	14479206	6531120640	6355250688	6344862720	3233117696	3154524416	3146862080	564447616	2216164352	3318263381.33333	4400853845.33333	5838540629.33333	7097013.59375	0	6410411349.33333	3178168064	10055074.617826	11207486.2967272	72959003.845251	24493952.397438	130806033.898403	8194969.8666198	0	104666265.385413	47741746.8359275
47	2.225	252.08839	Unknown	[M+H]+	adduct linked to 63_	0.929	False	null	null	null	null	null	null	999	False	False	False		False	False	15	1	null	null	null	null	null	3308.72	Light_Pool-P02	252.08839:840736512 253.09174:261249952 254.0951:51463120		161211568	153678464	161016032	360426208	353020576	351187616	479380384	491879776	482844384	604520448	595112000	598314752	759643648	800352000	765164224	366336	420044	87216008	82092816	84570496	1879326	1964404	854446144	840736512	823991936	468577408	452583296	455974528	158635354.666667	354878133.333333	484701514.666667	599315733.333333	775053290.666667	1157527.65625	84626440	839724864	459045077.333333	4293906.42571416	4891399.08109953	6453324.78860481	4783429.33097556	22082520.4696454	883536.525099183	2562054.13010108	15252287.3689078	8427580.29172439
63	2.235	253.0918	Unknown		adduct linked to 47_[M+H]+	0.714	False	null	null	null	null	null	null	999	False	False	False		False	False	15	2	null	null	null	null	null	23134.73	0010P-P01	253.09155:6473902080 254.0949:671532160 255.09826:317537632		6473902080	6349750272	6561537024	4989493760	4955909632	4909446656	3632670976	3755834880	3621956096	2393374976	2407877376	2392442624	675495744	707344320	673128384	1719948	1843074	2353438208	7105031168	6981150720	21079	20204	61065688	60790772	59713844	3563584768	3472876800	3489917440	6461729792	4951616682.66667	3670153984	2397898325.33333	685322816	901076.40625	5479873365.33333	60523434.6666667	3508793002.66667	106416777.469737	40195855.1990206	74394987.182442	8654675.56982359	19107879.9755209	1017880.26218807	2708280669.74356	714473.573639595	48209947.253235
16	1.086	251.08543	Unknown	[M+H]+	ion correlated with 2354; ion correlated with 147	0.607	False	null	null	null	null	null	null	999	False	False	False		False	False	16	0	null	null	null	null	null	39.25	Light_Pool-P02	251.08543:13508951 252.08878:2355580 253.09214:2420890		1352682	1305920	1270349	4324686	4281314	4308625	6254748	6253316	6582138	8858497	8956227	8425959	11295673	11384933	11630152	0	1286	0	0	0	0	0	12891837	13508951	13296392	6815646	6813999	6536736	1309650.29166667	4304874.66666667	6363400.83333333	8746894.33333333	11436919.3333333	321.625	0	13232393.3333333	6722127	41292.8588617204	21927.8668840207	189433.297165739	282200.999929719	173193.488619905	643.25	0	313495.285850255	160554.993252312
66	1.091	253.09183	Unknown		ion correlated with 2387; ion correlated with 2455	0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	16	2	null	null	null	null	null	38.45	0010P-P01	253.09154:10003448 254.09489:74600 255.09825:1279510		10003448	10510139	10965141	7645172	7599651	7803822	5754348	5552148	5792984	4178414	4060167	3732647	1406113	1379376	1325790	5034	0	11645283	11568730	11566909	42815	32962	459321	383836	335653	5731230	5801200	5760790	10492909.3333333	7682881.33333333	5699826.66666667	3990409.41666667	1370426	20202.640625	11593640.6666667	392936.729166667	5764406.66666667	481077.958986206	107181.723792274	129344.217363334	230925.569692019	40902.5212540437	20915.0911109194	44732.8397749722	62334.1270318404	35125.4241053874
17	2.66	251.08549	Unknown		ion correlated with 3234	0.143	False	null	null	null	null	null	null	999	False	False	False		False	False	17	0	null	null	null	null	null	21.47	0100P-P02	251.08493:11116609 252.08828:1770426 253.09164:12909376		1973749	2248696	2009890	6514362	6538675	7078025	9900592	11116609	9909117	13776707	14303908	15366412	19089892	20187286	17711200	1294	701	0	0	0	5731	6955	15975530	17054782	20045558	9576347	9689884	9755226	2077445.04166667	6710354.16666667	10308772.6666667	14482342.3333333	18996126	3670.359375	0	17691956.6666667	9673819	149404.498732172	318644.246263891	699619.771730569	809734.280637996	1240703.23482934	3135.58009750215	0	2108500.80556715	90515.1221012268
64	2.681	253.0918	Unknown			0.107	False	null	null	null	null	null	null	999	False	False	False		False	False	17	2	null	null	null	null	null	28.21	0100P-P01	253.09142:12071833 254.09477:0 255.09813:0		20454438	18949190	17920068	13824064	15069288	15028863	12071833	10656806	10597101	8348836	7223074	8346641	2497058	2171606	2286142	13282	13189	21163758	20251756	18619120	0	0	253954	0	260292	10766781	11236280	10802276	19107898.6666667	14640738.3333333	11108580	7972850.33333333	2318268.41666667	6617.703125	20011544.6666667	171415.166666667	10935112.3333333	1274617.25819217	707549.482510116	834735.54390777	649325.845893711	165087.786348721	7641.55930166562	1289213.61738749	148483.709825424	261421.969888403
22	2.244	251.15569	Unknown		ion correlated with 4; ion correlated with 1; ion correlated with 23; ion correlated with 3	0.179	False	null	null	null	null	null	null	999	False	False	False		False	False	22	0	null	null	null	null	null	113.35	0050P-P01	251.15668:9914740 252.16003:2062960 253.16339:32020188		2627624	2545684	2139450	9914740	9054461	8945518	14313429	15483854	14392902	19095774	20061434	19021810	25639062	22892120	25860542	1350	873	0	0	0	3668	6670	26562520	26258112	27719268	12512748	13056822	12131273	2437585.91666667	9304906.33333333	14730061.6666667	19393006	24797241.3333333	3139.953125	0	26846633.3333333	12566947.6666667	261423.601196451	530933.112606789	654011.58305976	580055.740176752	1653595.72406357	2651.10556310112	0	770898.504160783	465148.837201958
